"","H00140.SH","N00140.SH","N11077.SH"
"2018-05-16",152.1313,141.5974,138.2935
"2018-05-17",152.09,141.6107,138.3063
"2018-05-18",151.9606,141.6241,138.3191
"2018-05-21",151.9312,141.664,138.3574
"2018-05-22",152.2023,141.6774,138.3703
"2018-05-23",152.2233,141.6897,138.3831
"2018-05-24",152.228,141.7031,138.3959
"2018-05-25",152.3469,141.7164,138.4088
"2018-05-28",152.3634,141.7564,138.4473
"2018-05-29",152.4177,141.7698,138.4601
"2018-05-30",152.3611,141.7831,138.4729
"2018-05-31",152.4333,141.7965,138.4858
"2018-06-01",152.3168,141.8098,138.4986
"2018-06-04",152.2564,141.8498,138.5371
"2018-06-05",152.1793,141.8632,138.5499
"2018-06-06",152.1272,141.8765,138.5627
"2018-06-07",152.0694,141.8899,138.5756
"2018-06-08",152.2267,141.9032,138.5884
"2018-06-11",152.1893,141.9418,138.6269
"2018-06-12",152.0507,141.9547,138.6397
"2018-06-13",151.9597,141.9673,138.6525
"2018-06-14",152.0163,141.9802,138.6653
"2018-06-15",152.1209,141.9931,138.6781
"2018-06-19",152.3997,142.0401,138.7294
"2018-06-20",152.3928,142.053,138.7422
"2018-06-21",152.4071,142.0659,138.755
"2018-06-22",152.5263,142.0789,138.7678
"2018-06-25",152.646,142.1177,138.8064
"2018-06-26",152.5557,142.1306,138.8189
"2018-06-27",152.5757,142.1435,138.8318
"2018-06-28",152.7072,142.1565,138.8446
"2018-06-29",152.9196,142.1694,138.8575
"2018-07-02",153.001,142.2082,138.8961
"2018-07-03",153.1164,142.2212,138.9089
"2018-07-04",153.177,142.2341,138.9218
"2018-07-05",153.1305,142.247,138.9346
"2018-07-06",153.4207,142.26,138.9475
"2018-07-09",153.2982,142.2989,138.9861
"2018-07-10",153.2664,142.3119,138.9989
"2018-07-11",153.2795,142.3248,139.0118
"2018-07-12",153.3864,142.3378,139.0247
"2018-07-13",153.5448,142.3508,139.0375
"2018-07-16",153.6385,142.3897,139.0734
"2018-07-17",153.6179,142.4027,139.0863
"2018-07-18",153.624,142.4156,139.0992
"2018-07-19",153.651,142.4286,139.112
"2018-07-20",153.7115,142.4416,139.1249
"2018-07-23",153.7219,142.4805,139.1636
"2018-07-24",153.6783,142.4934,139.1765
"2018-07-25",153.636,142.5064,139.1894
"2018-07-26",153.796,142.5194,139.2023
"2018-07-27",153.8274,142.5324,139.2153
"2018-07-30",153.9568,142.5713,139.2522
"2018-07-31",154.0903,142.5842,139.2652
"2018-08-01",154.3158,142.5972,139.2773
"2018-08-02",154.4261,142.6102,139.2903
"2018-08-03",154.478,142.6231,139.3021
"2018-08-06",154.5234,142.6622,139.3386
"2018-08-07",154.6225,142.6752,139.3515
"2018-08-08",154.546,142.6882,139.3645
"2018-08-09",154.2715,142.7012,139.3768
"2018-08-10",154.1059,142.7142,139.3897
"2018-08-13",153.9975,142.7532,139.4277
"2018-08-14",153.9103,142.7662,139.4406
"2018-08-15",153.9302,142.7792,139.4536
"2018-08-16",153.8914,142.7922,139.4663
"2018-08-17",153.7223,142.8052,139.4794
"2018-08-20",153.603,142.8442,139.5185
"2018-08-21",153.4239,142.8563,139.5316
"2018-08-22",153.2103,142.8679,139.5446
"2018-08-23",153.3059,142.881,139.5577
"2018-08-24",153.4314,142.894,139.5707
"2018-08-27",153.559,142.9331,139.6099
"2018-08-28",153.5044,142.9458,139.623
"2018-08-29",153.5745,142.9588,139.636
"2018-08-30",153.7223,142.9719,139.6491
"2018-08-31",153.771,142.9849,139.6621
"2018-09-03",153.8354,143.0241,139.7013
"2018-09-04",153.7379,143.0371,139.7143
"2018-09-05",153.6873,143.0502,139.7274
"2018-09-06",153.5493,143.0632,139.7405
"2018-09-07",153.4973,143.0762,139.7535
"2018-09-10",153.4134,143.1154,139.7927
"2018-09-11",153.3081,143.1285,139.8057
"2018-09-12",153.1606,143.1415,139.8188
"2018-09-13",153.2108,143.1546,139.8318
"2018-09-14",153.2507,143.1677,139.8449
"2018-09-17",153.3492,143.2042,139.883
"2018-09-18",153.4154,143.2163,139.8957
"2018-09-19",153.3715,143.2285,139.9085
"2018-09-20",153.2836,143.2406,139.9212
"2018-09-21",153.2535,143.2528,139.9339
"2018-09-25",153.3451,143.3001,139.9848
"2018-09-26",153.4168,143.312,139.9976
"2018-09-27",153.559,143.3238,140.0103
"2018-09-28",153.7099,143.3356,140.023
"2018-10-08",153.9162,143.4539,140.1504
"2018-10-09",153.9472,143.4657,140.1631
"2018-10-10",153.9474,143.4776,140.1759
"2018-10-11",154.0492,143.4894,140.1886
"2018-10-12",154.2143,143.5012,140.2014
"2018-10-15",154.275,143.5367,140.2372
"2018-10-16",154.2788,143.5485,140.25
"2018-10-17",154.1995,143.5604,140.2627
"2018-10-18",154.3144,143.5722,140.2755
"2018-10-19",154.5591,143.584,140.2883
"2018-10-22",154.6023,143.6195,140.3266
"2018-10-23",154.5756,143.6314,140.3394
"2018-10-24",154.7214,143.6433,140.3522
"2018-10-25",154.6607,143.6552,140.365
"2018-10-26",154.7103,143.6671,140.3778
"2018-10-29",154.8274,143.7027,140.4162
"2018-10-30",154.9415,143.7146,140.429
"2018-10-31",154.9582,143.7265,140.4418
"2018-11-01",155.0441,143.7384,140.4546
"2018-11-02",154.976,143.7503,140.4666
"2018-11-05",154.996,143.7859,140.498
"2018-11-06",155.0702,143.7978,140.5108
"2018-11-07",155.1676,143.8097,140.5237
"2018-11-08",155.3498,143.8216,140.5365
"2018-11-09",155.4245,143.8335,140.5494
"2018-11-12",155.5423,143.8692,140.588
"2018-11-13",155.6394,143.881,140.6009
"2018-11-14",156.0097,143.8929,140.6137
"2018-11-15",156.0622,143.9048,140.6266
"2018-11-16",156.2283,143.9167,140.6395
"2018-11-19",156.2959,143.949,140.6747
"2018-11-20",156.2223,143.961,140.6876
"2018-11-21",156.1699,143.973,140.7005
"2018-11-22",156.1811,143.9849,140.7133
"2018-11-23",156.1247,143.9969,140.7262
"2018-11-26",156.1956,144.0327,140.7649
"2018-11-27",156.242,144.0447,140.7778
"2018-11-28",156.3182,144.0567,140.7907
"2018-11-29",156.3768,144.0686,140.8036
"2018-11-30",156.3549,144.0806,140.8165
"2018-12-03",156.5723,144.1165,140.8551
"2018-12-04",156.6732,144.1284,140.868
"2018-12-05",156.8466,144.1404,140.8809
"2018-12-06",156.8759,144.1523,140.8938
"2018-12-07",156.8559,144.1643,140.9067
"2018-12-10",157.2337,144.2002,140.9453
"2018-12-11",157.4221,144.2122,140.9582
"2018-12-12",157.4358,144.2242,140.9711
"2018-12-13",157.3036,144.2362,140.984
"2018-12-14",157.1313,144.2482,140.9969
"2018-12-17",157.1958,144.2841,141.0352
"2018-12-18",157.1298,144.296,141.0479
"2018-12-19",157.1274,144.308,141.0607
"2018-12-20",157.2022,144.32,141.0735
"2018-12-21",157.2632,144.3319,141.0862
"2018-12-24",157.1808,144.3678,141.1245
"2018-12-25",157.1765,144.3798,141.1373
"2018-12-26",157.1502,144.3918,141.15
"2018-12-27",157.2063,144.4037,141.1628
"2018-12-28",157.6884,144.4157,141.1755
"2019-01-02",157.9468,144.4755,141.2393
"2019-01-03",158.2121,144.4875,141.2521
"2019-01-04",158.3198,144.4995,141.2648
"2019-01-07",158.3437,144.5354,141.3031
"2019-01-08",158.4344,144.5473,141.3158
"2019-01-09",158.5214,144.5593,141.3286
"2019-01-10",158.4201,144.5713,141.3413
"2019-01-11",158.497,144.5832,141.3541
"2019-01-14",158.5585,144.6192,141.3923
"2019-01-15",158.3678,144.6312,141.4051
"2019-01-16",158.4466,144.6432,141.4178
"2019-01-17",158.6068,144.6552,141.4306
"2019-01-18",158.5377,144.6672,141.4433
"2019-01-21",158.4837,144.7032,141.4816
"2019-01-22",158.5372,144.7152,141.4943
"2019-01-23",158.5842,144.7272,141.5071
"2019-01-24",158.652,144.7392,141.5198
"2019-01-25",158.5347,144.7511,141.5326
"2019-01-28",158.6266,144.7871,141.5692
"2019-01-29",158.603,144.7991,141.5819
"2019-01-30",158.7122,144.8111,141.5947
"2019-01-31",158.8433,144.8231,141.6075
"2019-02-01",158.9347,144.8351,141.6195
"2019-02-11",159.1637,144.955,141.7227
"2019-02-12",159.2365,144.967,141.7355
"2019-02-13",159.303,144.979,141.7483
"2019-02-14",159.2461,144.991,141.7611
"2019-02-15",159.2422,145.003,141.7739
"2019-02-18",159.2587,145.039,141.8089
"2019-02-19",159.1076,145.051,141.8217
"2019-02-20",159.1605,145.063,141.8345
"2019-02-21",159.1536,145.075,141.8473
"2019-02-22",159.0739,145.087,141.8602
"2019-02-25",159.1232,145.123,141.8986
"2019-02-26",158.738,145.1351,141.9115
"2019-02-27",158.6648,145.1471,141.9243
"2019-02-28",158.7635,145.1591,141.9371
"2019-03-01",158.5882,145.1711,141.9499
"2019-03-04",158.6478,145.2072,141.9884
"2019-03-05",158.4933,145.2192,142.0012
"2019-03-06",158.4686,145.2312,142.014
"2019-03-07",158.5088,145.2433,142.0268
"2019-03-08",158.6906,145.2553,142.0397
"2019-03-11",158.7353,145.2917,142.0782
"2019-03-12",158.5636,145.3038,142.091
"2019-03-13",158.5688,145.3159,142.1038
"2019-03-14",158.5511,145.328,142.1166
"2019-03-15",158.5594,145.3402,142.1295
"2019-03-18",158.4978,145.371,142.168
"2019-03-19",158.5929,145.3832,142.1808
"2019-03-20",158.5891,145.3954,142.1936
"2019-03-21",158.736,145.4076,142.2065
"2019-03-22",158.785,145.4198,142.2193
"2019-03-25",158.9532,145.4565,142.2578
"2019-03-26",159.0913,145.4687,142.2706
"2019-03-27",159.1349,145.4809,142.2834
"2019-03-28",159.1827,145.4931,142.2963
"2019-03-29",159.3002,145.5053,142.3091
"2019-04-01",159.2709,145.542,142.3476
"2019-04-02",159.0485,145.5542,142.3604
"2019-04-03",158.6916,145.5664,142.3732
"2019-04-04",158.5656,145.5786,142.3861
"2019-04-08",158.4728,145.6275,142.4374
"2019-04-09",158.2886,145.6397,142.4502
"2019-04-10",157.9383,145.6519,142.463
"2019-04-11",158.1197,145.6641,142.4758
"2019-04-12",158.2338,145.6763,142.4886
"2019-04-15",158.2405,145.7129,142.5271
"2019-04-16",157.9921,145.7252,142.5399
"2019-04-17",158.1078,145.7374,142.5527
"2019-04-18",158.2388,145.7497,142.5655
"2019-04-19",158.3124,145.7619,142.5783
"2019-04-22",158.2656,145.7987,142.6167
"2019-04-23",158.225,145.811,142.6295
"2019-04-24",158.0555,145.8232,142.6423
"2019-04-25",158.1811,145.8355,142.6551
"2019-04-26",158.2463,145.8477,142.6679
"2019-04-29",158.244,145.8845,142.7063
"2019-04-30",158.3028,145.8967,142.7191
"2019-05-06",158.6667,145.9702,142.7761
"2019-05-07",158.6989,145.9825,142.7889
"2019-05-08",158.6931,145.9947,142.8018
"2019-05-09",158.8055,146.007,142.8146
"2019-05-10",158.8556,146.0192,142.8275
"2019-05-13",158.8447,146.056,142.866
"2019-05-14",158.8723,146.0682,142.8788
"2019-05-15",158.9167,146.0805,142.8917
"2019-05-16",159.0105,146.0927,142.9045
"2019-05-17",159.0227,146.105,142.9162
"2019-05-20",159.0972,146.1418,142.9547
"2019-05-21",159.093,146.1541,142.9676
"2019-05-22",159.0534,146.1664,142.9789
"2019-05-23",159.1454,146.1787,142.9918
"2019-05-24",159.2394,146.191,143.0047
"2019-05-27",159.195,146.2278,143.0433
"2019-05-28",158.9531,146.2401,143.0562
"2019-05-29",159.1663,146.2524,143.0691
"2019-05-30",159.2266,146.2647,143.082
"2019-05-31",159.4107,146.277,143.0949
"2019-06-03",159.4429,146.3138,143.1335
"2019-06-04",159.5161,146.3261,143.1464
"2019-06-05",159.6325,146.3384,143.1593
"2019-06-06",159.5855,146.3507,143.1722
"2019-06-10",159.6428,146.3998,143.2237
"2019-06-11",159.4849,146.4121,143.2366
"2019-06-12",159.3596,146.4245,143.2495
"2019-06-13",159.4037,146.4368,143.2624
"2019-06-14",159.4924,146.4491,143.2753
"2019-06-17",159.5487,146.4874,143.3145
"2019-06-18",159.6861,146.5002,143.3275
"2019-06-19",159.6956,146.5129,143.3406
"2019-06-20",159.7765,146.5257,143.3537
"2019-06-21",159.8151,146.5384,143.3667
"2019-06-24",159.8628,146.5692,143.4059
"2019-06-25",159.9062,146.582,143.4189
"2019-06-26",159.9128,146.5949,143.432
"2019-06-27",159.8856,146.6077,143.4451
"2019-06-28",159.9144,146.6205,143.4581
"2019-07-01",160.1902,146.659,143.4973
"2019-07-02",160.1221,146.6719,143.5103
"2019-07-03",160.4086,146.6847,143.5234
"2019-07-04",160.4075,146.6975,143.5365
"2019-07-05",160.3921,146.7104,143.5495
"2019-07-08",160.3625,146.7489,143.5887
"2019-07-09",160.4107,146.7617,143.6017
"2019-07-10",160.4617,146.7745,143.6147
"2019-07-11",160.47,146.7874,143.6278
"2019-07-12",160.5145,146.8002,143.6408
"2019-07-15",160.5561,146.8387,143.68
"2019-07-16",160.5137,146.8515,143.693
"2019-07-17",160.5286,146.8644,143.7061
"2019-07-18",160.5947,146.8772,143.7191
"2019-07-19",160.6953,146.89,143.7322
"2019-07-22",160.7733,146.9285,143.7713
"2019-07-23",160.7891,146.9413,143.7843
"2019-07-24",160.8052,146.9541,143.7974
"2019-07-25",160.7977,146.967,143.8104
"2019-07-26",160.8059,146.9798,143.8235
"2019-07-29",160.843,147.0183,143.8626
"2019-07-30",160.7447,147.0311,143.8756
"2019-07-31",160.8792,147.0439,143.8887
"2019-08-01",160.9483,147.0568,143.901
"2019-08-02",161.1439,147.0696,143.914
"2019-08-05",161.4578,147.1081,143.9475
"2019-08-06",161.5172,147.1209,143.9606
"2019-08-07",161.4113,147.1337,143.9737
"2019-08-08",161.4516,147.1466,143.9868
"2019-08-09",161.479,147.1594,143.9992
"2019-08-12",161.4429,147.1979,144.0384
"2019-08-13",161.6427,147.2107,144.0515
"2019-08-14",161.6353,147.2235,144.0646
"2019-08-15",161.6755,147.2364,144.0777
"2019-08-16",161.5685,147.2492,144.0896
"2019-08-19",161.6057,147.2876,144.1289
"2019-08-20",161.6228,147.3005,144.142
"2019-08-21",161.6004,147.3133,144.1551
"2019-08-22",161.5028,147.3261,144.1682
"2019-08-23",161.5049,147.3389,144.1813
"2019-08-26",161.7096,147.3774,144.2206
"2019-08-27",161.7006,147.3902,144.2337
"2019-08-28",161.6629,147.403,144.2468
"2019-08-29",161.6958,147.4159,144.2599
"2019-08-30",161.675,147.4287,144.273
"2019-09-02",161.6258,147.4671,144.3123
"2019-09-03",161.6333,147.48,144.3254
"2019-09-04",161.5809,147.4928,144.3385
"2019-09-05",161.6744,147.5056,144.3516
"2019-09-06",161.8513,147.5184,144.3647
"2019-09-09",162.0084,147.5569,144.404
"2019-09-10",161.886,147.5697,144.417
"2019-09-11",161.8785,147.5825,144.4301
"2019-09-12",161.8659,147.5953,144.4432
"2019-09-16",161.8331,147.6489,144.4961
"2019-09-17",161.9388,147.6623,144.5093
"2019-09-18",161.9408,147.6756,144.5225
"2019-09-19",161.8705,147.6889,144.5358
"2019-09-20",161.8833,147.7023,144.549
"2019-09-23",161.962,147.7343,144.5886
"2019-09-24",161.9847,147.7478,144.6018
"2019-09-25",162.0076,147.7612,144.615
"2019-09-26",162.1085,147.7746,144.6282
"2019-09-27",162.0104,147.788,144.6414
"2019-09-30",162.0865,147.8283,144.681
"2019-10-08",162.1725,147.9357,144.7867
"2019-10-09",162.2388,147.9491,144.7999
"2019-10-10",162.2065,147.9626,144.8131
"2019-10-11",162.113,147.976,144.8263
"2019-10-14",162.0241,148.0163,144.8659
"2019-10-15",162.0819,148.0297,144.8791
"2019-10-16",162.0533,148.0431,144.8923
"2019-10-17",162.1375,148.0566,144.9055
"2019-10-18",162.1819,148.07,144.9187
"2019-10-21",162.1836,148.1103,144.9583
"2019-10-22",162.0046,148.1236,144.9715
"2019-10-23",161.958,148.1369,144.9847
"2019-10-24",162.0512,148.1502,144.9979
"2019-10-25",162.1308,148.1635,145.0111
"2019-10-28",162.0246,148.2035,145.0506
"2019-10-29",161.9004,148.2168,145.0638
"2019-10-30",161.8449,148.2301,145.077
"2019-10-31",161.7496,148.2435,145.0902
"2019-11-01",161.8736,148.2568,145.1034
"2019-11-04",161.9018,148.2967,145.1363
"2019-11-05",161.8364,148.3101,145.1495
"2019-11-06",161.8555,148.3234,145.1628
"2019-11-07",161.8637,148.3367,145.176
"2019-11-08",161.9166,148.35,145.1892
"2019-11-11",161.9686,148.39,145.2288
"2019-11-12",162.0556,148.4033,145.242
"2019-11-13",162.0648,148.4166,145.2553
"2019-11-14",162.1065,148.4299,145.2685
"2019-11-15",162.0839,148.4433,145.2817
"2019-11-18",162.2476,148.483,145.318
"2019-11-19",162.4103,148.4962,145.3313
"2019-11-20",162.5484,148.5094,145.3445
"2019-11-21",162.6408,148.5227,145.3577
"2019-11-22",162.6643,148.5359,145.3695
"2019-11-25",162.6914,148.5756,145.4026
"2019-11-26",162.609,148.5888,145.4159
"2019-11-27",162.6512,148.6021,145.4291
"2019-11-28",162.7591,148.6153,145.4424
"2019-11-29",162.7603,148.6285,145.4557
"2019-12-02",162.7022,148.6682,145.4955
"2019-12-03",162.6748,148.6815,145.5087
"2019-12-04",162.756,148.6947,145.522
"2019-12-05",162.7916,148.7079,145.5353
"2019-12-06",162.7278,148.7212,145.5485
"2019-12-09",162.7341,148.7609,145.5883
"2019-12-10",162.713,148.7741,145.6016
"2019-12-11",162.7062,148.7873,145.6148
"2019-12-12",162.8231,148.8006,145.6281
"2019-12-13",162.8746,148.8138,145.6413
"2019-12-16",162.9198,148.854,145.682
"2019-12-17",162.8611,148.8674,145.6955
"2019-12-18",162.8337,148.8808,145.709
"2019-12-19",162.8945,148.8942,145.7226
"2019-12-20",162.9571,148.9076,145.7361
"2019-12-23",163.1469,148.9436,145.7766
"2019-12-24",163.3382,148.957,145.7901
"2019-12-25",163.438,148.9705,145.8036
"2019-12-26",163.6289,148.9839,145.8171
"2019-12-27",163.9311,148.9974,145.8306
"2019-12-30",163.936,149.0378,145.8711
"2019-12-31",163.9907,149.0512,145.8847
"2020-01-02",163.9373,149.0781,145.9117
"2020-01-03",163.833,149.0916,145.9252
"2020-01-06",163.841,149.132,145.9657
"2020-01-07",163.8089,149.1454,145.9792
"2020-01-08",163.9501,149.1589,145.9927
"2020-01-09",164.0199,149.1723,146.0062
"2020-01-10",164.1173,149.1858,146.0197
"2020-01-13",164.2033,149.2262,146.0601
"2020-01-14",164.1623,149.2396,146.0736
"2020-01-15",164.1122,149.2531,146.0871
"2020-01-16",164.1163,149.2665,146.1006
"2020-01-17",164.1713,149.28,146.1141
"2020-01-20",164.2591,149.3202,146.1545
"2020-01-21",164.4193,149.3336,146.168
"2020-01-22",164.6517,149.3471,146.1814
"2020-01-23",164.7544,149.3605,146.1949
"2020-02-03",166.0366,149.508,146.3227
"2020-02-04",166.0561,149.5214,146.3362
"2020-02-05",165.9168,149.5348,146.3497
"2020-02-06",165.9077,149.5482,146.3632
"2020-02-07",166.1036,149.5616,146.3767
"2020-02-10",166.3588,149.6019,146.4151
"2020-02-11",166.2741,149.6153,146.4286
"2020-02-12",166.197,149.6287,146.4421
"2020-02-13",166.2331,149.6421,146.4556
"2020-02-14",166.1917,149.6555,146.4691
"2020-02-17",166.1224,149.6956,146.5059
"2020-02-18",166.039,149.709,146.5194
"2020-02-19",166.1038,149.7224,146.533
"2020-02-20",165.9803,149.7357,146.5465
"2020-02-21",166.0592,149.7491,146.56
"2020-02-24",166.2317,149.7892,146.6005
"2020-02-25",166.3395,149.8026,146.614
"2020-02-26",166.3461,149.8159,146.6275
"2020-02-27",166.4555,149.8293,146.641
"2020-02-28",166.7721,149.8427,146.6545
"2020-03-02",166.8189,149.8694,146.6814
"2020-03-03",166.7954,149.8828,146.6949
"2020-03-04",167.0859,149.8961,146.7084
"2020-03-05",167.1852,149.9095,146.7219
"2020-03-06",167.3903,149.9229,146.7354
"2020-03-09",167.6826,149.963,146.7758
"2020-03-10",167.7832,149.9763,146.7893
"2020-03-11",167.5971,149.9897,146.8027
"2020-03-12",167.57,150.0031,146.8162
"2020-03-13",167.3536,150.0165,146.8297
"2020-03-16",167.3247,150.058,146.8705
"2020-03-17",167.188,150.0718,146.8841
"2020-03-18",167.1294,150.0857,146.8977
"2020-03-19",167.1863,150.0995,146.9113
"2020-03-20",167.1233,150.1134,146.9249
"2020-03-23",167.4036,150.1549,146.9656
"2020-03-24",167.8393,150.1688,146.9792
"2020-03-25",167.8459,150.1826,146.9928
"2020-03-26",168.1669,150.1964,147.0064
"2020-03-27",168.296,150.2103,147.0199
"2020-03-30",168.4461,150.2518,147.0607
"2020-03-31",168.5827,150.2657,147.0742
"2020-04-01",168.8347,150.2795,147.0878
"2020-04-02",168.8445,150.2934,147.1014
"2020-04-03",168.9528,150.3072,147.115
"2020-04-07",169.7422,150.3626,147.1691
"2020-04-08",170.5341,150.3764,147.1827
"2020-04-09",171.1323,150.3903,147.1962
"2020-04-10",171.181,150.4041,147.2097
"2020-04-13",170.9735,150.4457,147.2504
"2020-04-14",171.1748,150.459,147.2639
"2020-04-15",171.3225,150.4722,147.2774
"2020-04-16",171.4711,150.4855,147.291
"2020-04-17",171.6222,150.4988,147.3045
"2020-04-20",171.6074,150.5386,147.345
"2020-04-21",171.6326,150.5519,147.3585
"2020-04-22",172.099,150.5652,147.372
"2020-04-23",172.3882,150.5784,147.3855
"2020-04-24",172.5481,150.5917,147.399
"2020-04-27",172.6084,150.6315,147.4395
"2020-04-28",172.7677,150.6448,147.453
"2020-04-29",173.0082,150.6581,147.4665
"2020-04-30",173.1964,150.6714,147.48
"2020-05-06",173.2794,150.751,147.5508
"2020-05-07",172.8668,150.7643,147.5643
"2020-05-08",172.4249,150.7776,147.5778
"2020-05-11",172.2134,150.8174,147.6183
"2020-05-12",171.5962,150.8307,147.6318
"2020-05-13",171.7049,150.8439,147.6453
"2020-05-14",171.702,150.8572,147.6588
"2020-05-15",171.8309,150.8705,147.6722
"2020-05-18",171.7747,150.9087,147.7094
"2020-05-19",171.5837,150.9214,147.7229
"2020-05-20",171.2732,150.9341,147.7364
"2020-05-21",171.1749,150.9469,147.7481
"2020-05-22",171.5248,150.9596,147.7602
"2020-05-25",171.5134,150.9978,147.7942
"2020-05-26",171.2192,151.0105,147.8077
"2020-05-27",170.4021,151.0232,147.8212
"2020-05-28",170.3386,151.0359,147.8347
"2020-05-29",170.5384,151.0487,147.8482
"2020-06-01",170.3099,151.0869,147.8884
"2020-06-02",169.8387,151.0996,147.9018
"2020-06-03",169.1926,151.1123,147.9152
"2020-06-04",168.6327,151.125,147.9286
"2020-06-05",168.266,151.1378,147.942
"2020-06-08",168.4492,151.1759,147.9823
"2020-06-09",168.486,151.1887,147.9956
"2020-06-10",168.3877,151.2014,148.009
"2020-06-11",168.5479,151.2141,148.0223
