"","H00908.CSI","H00909.CSI","H00910.CSI","H00911.CSI","H00912.CSI","H00913.CSI","H00914.CSI","H00915.CSI","H00916.CSI","H00917.CSI"
"2018-10-15",2438.3071,2334.5484,2280.8657,5492.8577,15470.6901,10528.9968,6906.0153,1611.2243,2307.5791,2415.4725
"2018-10-16",2441.2894,2273.6578,2246.4731,5439.496,15445.4411,10338.7257,6914.3916,1563.4501,2241.501,2413.1425
"2018-10-17",2453.1753,2278.0864,2273.2808,5464.1624,15332.3095,10238.8701,6960.3238,1593.3772,2284.955,2446.7289
"2018-10-18",2332.8244,2215.3178,2207.5109,5353.8046,14991.8449,9840.2519,6815.7818,1574.5241,2251.0472,2391.2945
"2018-10-19",2372.5049,2244.6062,2257.934,5462.3506,15566.0388,9986.2988,7078.9297,1627.8262,2335.2277,2434.7393
"2018-10-22",2441.7306,2338.6426,2351.2393,5654.5347,16242.7541,10492.4913,7388.4361,1724.5368,2481.6477,2499.7023
"2018-10-23",2393.4071,2264.1068,2311.2707,5531.47,15272.169,10208.5645,7226.8632,1669.6401,2421.783,2438.6994
"2018-10-24",2377.5167,2265.9869,2303.9845,5502.0861,14866.2505,10017.5849,7349.0427,1653.225,2413.1274,2440.7365
"2018-10-25",2376.043,2251.9589,2290.5349,5467.8492,14534.1139,9864.2796,7479.6457,1635.9008,2422.4789,2435.9467
"2018-10-26",2394.0085,2260.5838,2288.6844,5440.4008,14220.5512,9772.1798,7414.1646,1627.8101,2405.595,2452.0654
"2018-10-29",2348.5901,2211.8685,2246.8696,5148.2423,12993.498,9515.3903,7221.5257,1618.8303,2398.8925,2414.5832
"2018-10-30",2360.165,2234.4298,2263.048,5174.0332,12757.7343,9675.6531,7378.9289,1621.6806,2343.2862,2428.2984
"2018-10-31",2376.4405,2285.1128,2316.5116,5263.6141,13245.9471,9980.2868,7400.2789,1647.3953,2357.3351,2456.0715
"2018-11-01",2353.7935,2296.8348,2337.2154,5350.4881,13507.6712,10079.5996,7409.351,1687.1335,2382.9054,2453.4621
"2018-11-02",2386.0968,2372.7884,2416.5028,5589.5229,14349.1878,10612.294,7605.6085,1776.2841,2492.7267,2486.6049
"2018-11-05",2390.2316,2358.6939,2418.5347,5566.8398,13967.3691,10498.8138,7530.215,1763.0894,2480.1663,2474.4802
"2018-11-06",2399.4024,2336.6672,2405.4763,5483.8444,13791.6783,10530.307,7503.693,1742.7432,2485.2012,2459.3888
"2018-11-07",2364.7148,2325.7492,2385.7819,5460.7817,13795.557,10473.8789,7437.2163,1729.3985,2516.6826,2451.8361
"2018-11-08",2377.2561,2302.6767,2366.343,5443.2242,13839.5931,10489.1072,7440.7911,1700.1758,2474.4932,2453.5165
"2018-11-09",2343.6544,2268.4045,2348.0359,5382.8428,13730.989,10409.4843,7280.0946,1696.1026,2505.0325,2405.5617
"2018-11-12",2344.2625,2297.5433,2396.007,5465.7086,13681.8533,10536.0999,7326.4054,1765.2663,2582.1556,2432.9589
"2018-11-13",2338.2943,2315.295,2415.6792,5549.2427,14037.4889,10645.2876,7388.5332,1780.1351,2579.2191,2447.7178
"2018-11-14",2290.0929,2307.0839,2411.3631,5492.7222,13749.2318,10540.2058,7308.6323,1757.5123,2561.9322,2430.2532
"2018-11-15",2304.3358,2322.1233,2438.4734,5512.8773,13841.8239,10571.42,7420.3927,1801.7186,2614.1072,2451.1787
"2018-11-16",2302.0598,2313.4921,2447.0553,5550.5288,13869.4763,10403.1667,7468.8705,1839.0726,2687.186,2450.3257
"2018-11-19",2321.7403,2328.1119,2459.4446,5585.3436,14041.5528,10517.7332,7605.4557,1839.6704,2678.7259,2472.9955
"2018-11-20",2287.6187,2292.2255,2411.4321,5455.5735,13793.8016,10372.1244,7425.3939,1754.816,2561.752,2420.0226
"2018-11-21",2267.0902,2283.779,2418.3212,5445.6795,13956.6653,10535.0111,7440.7133,1752.5869,2566.6632,2432.7096
"2018-11-22",2251.9932,2270.375,2418.1466,5468.5995,13945.3279,10517.9151,7383.4266,1754.2149,2552.0438,2414.1025
"2018-11-23",2212.9259,2185.3531,2356.9157,5331.6578,13694.4027,10314.6436,7255.2808,1699.0991,2464.3852,2372.9285
"2018-11-26",2190.7892,2167.8264,2357.5435,5315.5216,13613.8276,10279.7996,7279.7932,1685.2148,2487.5561,2378.7738
"2018-11-27",2181.3162,2169.7808,2355.7227,5305.6141,13547.5287,10304.876,7257.8178,1690.4915,2523.5573,2384.4267
"2018-11-28",2206.105,2189.4764,2386.5623,5393.1273,13787.5191,10347.9369,7356.4503,1724.6782,2553.1036,2388.7408
"2018-11-29",2186.5133,2162.686,2364.2815,5303.1232,13737.7908,10290.5356,7255.7811,1682.6333,2457.5182,2367.6863
"2018-11-30",2208.5064,2190.9729,2392.3726,5303.8928,14064.3627,10427.1453,7325.2059,1713.909,2487.1237,2392.8791
"2018-12-03",2255.0678,2255.6986,2444.5434,5495.312,14715.8776,10759.1114,7475.1781,1783.2168,2625.2851,2443.6081
"2018-12-04",2257.4561,2272.0212,2464.722,5494.0584,14730.4391,10856.1794,7478.1663,1772.8181,2618.0761,2458.3256
"2018-12-05",2240.2509,2266.4097,2449.5319,5456.4801,14844.6499,10941.7958,7424.2441,1752.3504,2581.3856,2453.2349
"2018-12-06",2204.4125,2232.492,2409.5523,5332.1341,14408.6638,10434.6022,7305.2239,1693.0085,2459.5402,2412.1945
"2018-12-07",2220.1764,2236.1906,2431.9846,5340.6088,14388.2781,9984.5987,7310.4513,1703.6367,2480.9048,2441.9439
"2018-12-10",2217.8949,2212.2728,2414.1912,5241.7933,14176.0573,9797.7685,7221.1818,1694.2595,2478.5239,2431.0063
"2018-12-11",2203.7729,2225.633,2417.9586,5287.1956,14298.8012,9895.5689,7252.0344,1698.0772,2513.1588,2424.6841
"2018-12-12",2211.1974,2226.1586,2427.8092,5342.1257,14411.6968,9777.9782,7279.0736,1700.8344,2481.5915,2454.1525
"2018-12-13",2229.8695,2252.0028,2482.5719,5490.8504,14689.0535,9877.623,7359.0061,1730.9986,2515.1238,2486.9747
"2018-12-14",2211.8908,2204.1788,2446.4358,5427.6464,14484.228,9605.7968,7234.8937,1692.9015,2441.225,2473.3186
"2018-12-17",2225.0439,2211.9506,2455.4497,5411.0258,14380.6465,9440.5376,7243.2621,1677.0235,2428.4774,2470.3582
"2018-12-18",2190.2832,2202.2655,2434.4028,5354.5812,14319.8312,9353.5244,7140.9676,1655.5434,2415.551,2483.9119
"2018-12-19",2154.8291,2171.1246,2413.991,5310.1073,14044.8244,9047.0801,7072.4765,1635.8233,2394.0978,2493.5805
"2018-12-20",2144.4121,2162.7631,2381.8266,5298.0231,14015.6252,8931.333,6993.1793,1639.9248,2400.7151,2494.5309
"2018-12-21",2134.6606,2133.379,2362.8364,5255.5885,13830.5584,8721.1101,6886.2443,1621.287,2386.9833,2509.7403
"2018-12-24",2146.8574,2135.8823,2372.622,5278.0226,13922.568,8945.4156,6859.3733,1634.412,2460.0922,2493.305
"2018-12-25",2100.8712,2101.0624,2341.7577,5247.9809,13919.298,8961.707,6814.3922,1621.838,2487.1438,2497.2172
"2018-12-26",2087.4857,2090.2171,2334.3471,5242.1511,13826.8216,8914.5311,6770.9597,1614.341,2440.0074,2509.2309
"2018-12-27",2051.4161,2072.0803,2318.715,5230.0175,13841.214,8836.1386,6763.6719,1596.4649,2429.3182,2525.783
"2018-12-28",2025.4936,2079.4332,2336.5839,5228.7648,14238.2958,8903.1735,6811.6301,1591.5105,2419.5855,2561.8899
"2019-01-02",2005.2307,2048.6402,2312.4979,5158.2146,14180.2716,8563.7991,6715.8343,1579.2982,2426.0775,2503.8249
"2019-01-03",2009.2908,2038.6579,2318.8864,5108.7795,13931.0484,8320.6087,6791.1193,1557.1227,2348.9275,2498.8189
"2019-01-04",2039.5987,2074.5309,2364.1744,5200.5181,14158.3988,8585.5245,6995.0637,1606.2594,2386.3233,2502.7509
"2019-01-07",2062.5411,2096.989,2397.0805,5227.9735,14275.4564,8609.0881,6979.1099,1650.5717,2465.3746,2506.3554
"2019-01-08",2075.9303,2081.5189,2389.047,5244.2784,14232.2424,8640.6103,6947.3582,1648.4011,2449.8708,2537.6269
"2019-01-09",2091.1405,2101.3993,2389.0786,5388.8902,14452.0661,8766.0283,7014.788,1660.2317,2461.2458,2515.9759
"2019-01-10",2094.6713,2100.2923,2387.3603,5372.3501,14466.1298,8725.0422,6991.6988,1662.5698,2489.0885,2491.4435
"2019-01-11",2113.378,2111.8118,2400.1013,5403.6808,14735.4651,8698.6435,7048.1466,1669.8461,2522.7512,2497.4234
"2019-01-14",2113.5265,2107.0416,2388.623,5348.8199,14537.439,8503.1195,6991.4047,1654.9002,2487.1598,2480.1041
"2019-01-15",2117.2992,2122.1306,2416.6508,5473.8164,15262.2957,8771.8886,7107.0845,1694.4621,2530.9635,2500.0063
"2019-01-16",2135.8194,2109.7361,2405.6241,5505.917,15216.8691,8908.9635,7113.959,1678.4708,2501.9256,2516.764
"2019-01-17",2139.832,2099.8976,2393.571,5463.7434,15190.985,8877.9721,7076.8731,1654.9033,2466.7096,2509.9347
"2019-01-18",2171.6175,2140.6183,2436.483,5526.5219,15623.9296,9135.4518,7204.2528,1674.2732,2486.8089,2547.828
"2019-01-21",2192.3091,2160.3844,2442.6483,5581.5628,15786.3667,9169.8186,7220.8413,1689.2202,2545.0733,2554.4346
"2019-01-22",2157.9691,2128.1112,2412.6838,5488.1673,15519.6195,8973.4429,7147.9376,1666.9071,2489.4018,2536.045
"2019-01-23",2143.0954,2133.8756,2406.625,5506.2098,15478.6806,8972.6928,7141.2029,1659.7967,2495.5988,2547.5464
"2019-01-24",2145.1265,2121.2722,2404.2142,5522.4695,15589.5227,9023.2489,7214.6422,1677.0818,2511.7335,2546.1875
"2019-01-25",2148.7948,2132.1751,2422.9282,5586.7275,15669.3723,8998.0658,7309.1982,1685.7307,2498.7079,2527.0372
"2019-01-28",2163.0353,2127.989,2430.3878,5584.5526,15703.1604,8818.3924,7306.8787,1696.8423,2493.6258,2540.317
"2019-01-29",2170.6428,2117.0684,2429.5246,5622.4369,15852.943,8881.741,7349.5732,1676.6439,2462.926,2562.4572
"2019-01-30",2157.4594,2108.8047,2416.2335,5552.7079,15643.3114,8819.2197,7314.393,1646.6175,2424.3251,2521.9378
"2019-01-31",2182.1194,2098.1225,2409.0026,5619.3104,15876.1228,8836.0082,7450.3636,1658.7915,2450.189,2530.0998
"2019-02-01",2197.0529,2137.727,2448.6269,5708.6433,16086.5744,9160.8079,7496.5202,1722.5001,2493.759,2539.7269
"2019-02-11",2202.0332,2184.9105,2479.461,5872.6638,16787.3349,9377.2663,7552.4021,1792.3612,2562.9022,2560.0968
"2019-02-12",2220.6324,2204.136,2504.9737,5933.3291,16746.8782,9665.8102,7565.377,1823.0582,2577.1467,2580.19
"2019-02-13",2249.1444,2266.0486,2537.55,6032.1793,17020.8684,9814.3478,7709.1714,1892.7108,2767.2726,2597.9569
"2019-02-14",2243.5715,2266.3304,2544.6149,6097.4184,17239.2036,9870.9766,7681.2088,1899.4897,2741.9262,2583.8953
"2019-02-15",2216.2031,2239.5138,2510.3315,5892.5812,16980.3421,9746.6391,7500.5836,1881.3365,2727.6422,2584.4299
"2019-02-18",2263.7756,2308.6516,2585.3493,6070.6812,17466.9734,10130.7532,7734.3737,1979.306,2839.3916,2609.524
"2019-02-19",2256.6803,2304.5192,2580.7482,6056.9639,17305.5918,10024.153,7747.9666,1983.6442,2815.3196,2587.9539
"2019-02-20",2273.296,2322.3623,2592.4104,6093.5277,17227.3891,9905.6556,7798.0792,1989.0923,2819.2855,2593.9974
"2019-02-21",2266.2748,2308.4803,2578.7946,6094.6876,17212.7104,9848.6826,7771.0749,1995.1694,2869.1117,2565.7247
"2019-02-22",2273.718,2325.1288,2627.4212,6128.3495,17340.0968,9957.4251,8026.8441,2081.0351,3050.8656,2574.43
"2019-02-25",2366.0762,2466.9626,2765.6899,6425.7978,17830.4486,10314.9832,8650.3956,2225.1603,3222.5353,2644.7202
"2019-02-26",2363.7096,2491.9446,2755.6517,6296.9593,17518.4606,10426.0303,8441.6925,2244.2415,3175.4002,2645.6647
"2019-02-27",2366.7893,2470.5523,2733.4079,6265.1081,17640.3912,10347.0706,8487.7763,2188.8355,3212.2433,2631.12
"2019-02-28",2359.5683,2483.76,2722.4575,6244.6824,17867.8594,10628.1735,8393.1908,2188.216,3188.9581,2619.1706
"2019-03-01",2391.6357,2518.2942,2757.1282,6341.2266,18562.3867,10704.9546,8651.1577,2220.6766,3211.1721,2620.2793
"2019-03-04",2404.9324,2546.4175,2808.2536,6419.1895,18765.711,10817.8204,8724.2726,2271.2897,3244.1115,2650.6193
"2019-03-05",2399.2252,2558.929,2839.4888,6482.6455,18769.6776,10884.0125,8716.9781,2328.848,3360.2586,2675.6549
"2019-03-06",2428.3643,2616.9493,2855.6632,6509.9058,18558.6192,10880.0891,8832.7748,2344.4334,3364.9154,2739.6084
"2019-03-07",2427.2865,2620.1501,2834.0125,6359.807,18030.9862,10766.0133,8765.922,2337.7166,3302.7262,2721.2005
"2019-03-08",2317.9366,2472.9522,2703.8577,6102.2949,17764.399,10553.8151,8349.2414,2285.586,3187.3018,2653.1697
"2019-03-11",2340.3145,2527.9552,2800.4434,6244.7227,18285.7527,10867.8577,8402.5992,2363.6229,3340.0287,2671.8713
"2019-03-12",2362.7446,2540.8635,2837.2774,6251.6786,18218.2684,10876.9837,8450.1272,2411.3213,3426.7512,2692.7229
"2019-03-13",2332.6476,2526.077,2804.1734,6193.2201,18091.0075,10843.3005,8480.9887,2298.6566,3240.7452,2634.9505
"2019-03-14",2325.9864,2500.0682,2769.9268,6198.5201,18282.7562,10742.849,8424.6544,2243.8892,3198.8128,2623.0605
"2019-03-15",2340.7162,2538.5655,2808.0618,6329.4466,18524.6608,10897.3924,8523.169,2265.9283,3186.5264,2624.6975
"2019-03-18",2397.8883,2612.4202,2887.4897,6472.0163,19625.0427,11400.534,8712.2719,2316.4575,3258.2187,2683.4915
"2019-03-19",2390.9918,2599.5064,2874.2663,6457.5933,19335.513,11248.0339,8665.1899,2335.1187,3267.2961,2715.5515
"2019-03-20",2378.3847,2584.4969,2875.7117,6422.7568,19299.6494,11219.6286,8727.215,2311.9833,3257.8361,2693.1471
"2019-03-21",2387.662,2602.7646,2877.1029,6418.0575,19149.8888,11217.5455,8717.2492,2338.8779,3263.9106,2695.3619
"2019-03-22",2387.273,2599.3198,2880.1209,6467.8191,19262.5072,11351.6416,8655.8196,2337.904,3215.167,2713.58
"2019-03-25",2319.4435,2555.3969,2842.0344,6346.5284,18735.8379,11076.8805,8390.3761,2290.5475,3174.3498,2681.5239
"2019-03-26",2279.3868,2530.0575,2781.5863,6275.0649,18842.3213,10901.3023,8326.4835,2238.9503,3055.9297,2664.4073
"2019-03-27",2293.9896,2565.3936,2801.7158,6347.5444,19349.6836,11269.0209,8415.436,2231.2253,3043.4738,2647.2307
"2019-03-28",2274.1513,2536.7309,2785.503,6293.9445,19710.6694,11305.0953,8342.6519,2215.4545,3136.0448,2643.2458
"2019-03-29",2318.1528,2606.9582,2872.6346,6484.4178,20739.7085,11589.2373,8747.8546,2302.5329,3184.3044,2667.1132
"2019-04-01",2384.8276,2721.4801,2952.8379,6702.3586,21083.0561,11842.9879,8929.2209,2401.3018,3286.1,2707.976
"2019-04-02",2377.9214,2769.2155,2940.1295,6691.0451,20858.3904,11744.238,8943.5751,2399.8294,3274.785,2706.3937
"2019-04-03",2404.513,2789.4542,2996.5925,6780.3053,20788.3414,11820.0429,9104.4301,2425.9851,3287.6882,2723.1894
"2019-04-04",2432.7999,2832.8111,3042.6696,6881.4444,21279.232,11847.7112,9178.6151,2412.9856,3271.7081,2728.8517
"2019-04-08",2449.2153,2927.0373,3034.5659,6835.0052,21539.0186,11702.5719,9164.487,2365.9395,3198.1005,2704.9935
"2019-04-09",2424.5603,2859.2238,3025.8512,7032.547,22131.6629,11920.0988,9170.6108,2351.1432,3253.72,2700.0578
"2019-04-10",2412.1921,2841.6933,3027.6687,7201.9934,22602.4824,12100.866,9123.282,2320.8338,3326.2778,2700.8632
"2019-04-11",2362.8174,2759.0907,2960.773,7017.0365,21780.6995,11727.0955,8992.0001,2268.4018,3222.2894,2709.3976
"2019-04-12",2367.6534,2723.2827,2971.3583,6932.279,21662.6278,11669.6502,8980.8672,2284.5262,3200.0618,2750.7999
"2019-04-15",2359.2039,2705.027,2962.7835,6955.476,21550.261,11525.9463,8982.3544,2251.279,3202.222,2710.2353
"2019-04-16",2402.4649,2773.2525,3016.3028,7106.3157,22079.1972,11745.9695,9301.9896,2308.3716,3424.4915,2728.9874
"2019-04-17",2404.694,2772.5997,3032.5448,7205.0191,22308.6232,11735.1803,9227.7428,2319.264,3439.7782,2722.0423
"2019-04-18",2389.8423,2769.5623,3024.5401,7226.7392,22235.2269,11665.0687,9175.1765,2300.0719,3499.4762,2700.1869
"2019-04-19",2423.8743,2759.6287,3039.9689,7450.1379,22313.2241,11712.1272,9313.7273,2323.1001,3603.5246,2709.7502
"2019-04-22",2409.0801,2703.2383,2971.7368,7175.3576,22263.5755,11554.2146,9028.9021,2281.723,3595.9396,2681.7697
"2019-04-23",2391.0861,2676.0596,2929.9442,7136.7816,22570.1884,11577.4927,9069.3885,2253.553,3498.5338,2671.4364
"2019-04-24",2384.5942,2678.3298,2939.0692,7142.1375,22545.8495,11611.1356,9078.1213,2306.082,3512.7103,2676.3045
"2019-04-25",2322.0623,2602.7056,2852.8729,6913.8682,22287.0592,11491.7579,8924.9536,2224.4718,3357.8521,2649.0034
"2019-04-26",2291.6097,2560.5452,2794.2087,6729.5455,22194.8581,11254.1642,8852.4655,2191.2649,3346.515,2604.5099
"2019-04-29",2272.6244,2505.1044,2787.8885,6804.8326,22598.9584,11487.5538,8922.5303,2122.8583,3270.0491,2616.0561
"2019-04-30",2292.1509,2518.2717,2812.9761,6826.2358,22745.2779,11454.7377,8933.0052,2135.2721,3216.4724,2644.6001
"2019-05-06",2195.4943,2375.8729,2634.7938,6408.354,21333.6312,10812.6462,8462.2813,1959.6933,2902.5198,2587.4658
"2019-05-07",2204.5369,2401.4419,2676.0753,6540.9459,21620.8424,10981.2276,8495.3668,1984.4641,2908.82,2592.1124
"2019-05-08",2179.8545,2381.1489,2641.6418,6458.4206,21314.5192,10810.6148,8340.3795,1976.817,2876.514,2555.9278
"2019-05-09",2160.0326,2343.267,2608.6455,6383.7725,20749.0032,10469.0983,8169.1861,1951.2184,2826.9185,2533.0678
"2019-05-10",2197.6382,2408.0614,2695.1577,6594.127,21865.1637,10762.4204,8472.3809,2032.7776,2989.8986,2566.4388
"2019-05-13",2192.2286,2357.7158,2662.8344,6482.2282,21851.3043,10700.3128,8303.0895,1957.3112,2891.926,2541.095
"2019-05-14",2178.5065,2351.6941,2641.1598,6435.9886,21686.8033,10596.5463,8255.2799,1947.1703,2872.145,2527.532
"2019-05-15",2201.8719,2396.1859,2686.2692,6578.0156,22796.9743,10896.3342,8415.8262,1978.3441,2928.2652,2543.9962
"2019-05-16",2223.6302,2448.5993,2712.8083,6609.4537,22920.7843,10981.9415,8433.6914,1957.4279,2890.3636,2559.2926
"2019-05-17",2186.7537,2367.1494,2633.2321,6462.5884,22332.8573,10709.3164,8243.5346,1887.537,2796.4186,2516.6886
"2019-05-20",2184.5266,2346.3155,2609.4377,6372.2658,21824.2275,10507.8343,8234.4199,1866.8017,2774.7272,2498.8256
"2019-05-21",2207.0209,2412.2471,2640.72,6463.8122,22045.6625,10659.8719,8308.9132,1922.9439,2858.416,2529.6987
"2019-05-22",2202.1937,2388.6581,2628.7176,6446.9733,21904.5778,10617.0547,8266.2265,1912.5052,2864.1334,2541.7318
"2019-05-23",2196.9418,2354.6393,2597.6441,6247.6493,21317.9446,10351.0027,8193.875,1843.9996,2778.3622,2532.6284
"2019-05-24",2184.5957,2345.9611,2596.2436,6292.4863,21526.7892,10329.3567,8238.4363,1838.7173,2752.8828,2539.639
"2019-05-27",2199.0998,2381.4852,2637.7073,6330.6803,21731.103,10427.0672,8320.8512,1903.0045,2836.207,2557.0485
"2019-05-28",2206.9373,2396.4729,2660.4188,6447.2846,22094.1788,10564.178,8388.2204,1909.9166,2855.2264,2582.2992
"2019-05-29",2189.1309,2413.0442,2639.6592,6380.8142,22221.6969,10469.6445,8388.5957,1902.0548,2843.0725,2576.8696
"2019-05-30",2210.3195,2399.567,2624.4337,6336.3639,22175.0928,10389.7168,8332.3259,1883.429,2793.5835,2614.6275
"2019-05-31",2189.4921,2387.6888,2625.5391,6325.4999,22020.2006,10421.5449,8303.5849,1876.1324,2813.4462,2627.8995
"2019-06-03",2178.0548,2370.0808,2617.2117,6346.0397,22083.3865,10420.8193,8322.7826,1872.9572,2891.231,2632.6729
"2019-06-04",2175.6402,2335.9847,2593.7736,6282.8462,21738.9847,10235.5746,8275.7951,1844.3453,2919.1835,2614.0273
"2019-06-05",2181.7033,2336.0104,2592.8068,6299.1122,21626.6053,9838.7563,8310.1044,1854.7676,3002.7162,2615.3623
"2019-06-06",2161.3344,2319.0745,2564.3761,6269.4615,21355.1465,9724.1608,8279.5724,1810.9809,2867.2041,2613.8139
"2019-06-10",2184.607,2339.8029,2599.2171,6339.6067,21755.7037,9812.4302,8376.6195,1846.4474,2917.4564,2646.9214
"2019-06-11",2212.4103,2422.3576,2691.7779,6503.6136,22904.4006,10097.5975,8587.93,1925.1927,2973.8064,2671.5203
"2019-06-12",2203.0338,2422.4588,2672.0303,6448.1872,22620.7837,10061.3557,8525.2371,1900.1343,2960.0865,2659.0428
"2019-06-13",2205.638,2420.0379,2667.4587,6379.8439,22572.9245,10105.4432,8521.7669,1908.2038,2941.5376,2639.8628
"2019-06-14",2181.5486,2395.733,2643.3634,6321.4739,22490.4036,10105.6304,8469.6292,1866.4398,2877.2012,2619.2712
"2019-06-17",2194.6471,2400.5846,2643.5763,6312.3707,22259.5828,10148.9367,8500.3536,1853.7352,2865.7159,2623.5478
"2019-06-18",2194.5081,2390.9636,2646.3438,6312.2735,22450.9876,10207.4573,8533.8101,1868.8613,2884.5759,2629.4168
"2019-06-19",2202.0092,2410.1788,2683.896,6423.3506,22628.9066,10363.7176,8672.9217,1924.7337,2931.0124,2642.9246
"2019-06-20",2226.3971,2461.4436,2740.9784,6587.5082,23392.938,10558.561,9018.1714,1977.4626,2999.3459,2668.6865
"2019-06-21",2238.2673,2481.4095,2751.9051,6575.5427,23290.2597,10604.3359,9005.3417,2020.3483,3012.952,2646.5728
"2019-06-24",2249.4273,2506.7955,2754.8921,6612.6924,23489.5853,10641.6031,9016.8876,1996.8114,2974.398,2634.4966
"2019-06-25",2245.6499,2502.7677,2729.8659,6537.8066,23360.1277,10627.2509,8881.3594,1970.1851,2953.4274,2620.8003
"2019-06-26",2261.4783,2470.5054,2738.9059,6572.1205,23296.2363,10732.0676,8821.5997,1981.9845,2961.099,2635.3095
"2019-06-27",2257.5974,2496.1744,2755.4269,6610.3819,23714.5298,10823.461,8930.7094,2015.785,3035.2007,2631.2952
"2019-06-28",2256.6222,2492.7375,2745.693,6624.3269,23781.512,10782.5362,8918.31,2001.094,3002.4729,2629.4118
"2019-07-01",2272.1603,2532.4144,2803.5947,6873.1339,24819.2156,11115.2271,9113.9443,2127.3474,3125.3706,2643.3072
"2019-07-02",2275.4788,2553.8186,2799.0311,6933.4254,24900.2773,11260.5652,9080.8581,2103.4579,3131.5634,2652.9132
"2019-07-03",2254.2732,2530.2051,2794.1424,6849.6325,24173.6107,11078.599,9029.838,2064.6668,3084.2448,2686.5191
"2019-07-04",2257.2292,2517.5386,2793.6985,6800.5413,23869.1642,10865.4581,9012.6741,2048.6753,3080.2096,2688.2055
"2019-07-05",2252.0083,2526.8974,2788.5518,6879.082,24506.695,11054.2952,9018.8114,2054.125,3072.4576,2697.5007
"2019-07-08",2203.8812,2442.7976,2714.6533,6713.4017,24214.2632,10839.7452,8819.3347,1986.5057,2968.5626,2651.4851
"2019-07-09",2189.9878,2440.5264,2710.3425,6713.3086,24211.8537,10809.0672,8795.8545,1984.9095,2960.2962,2635.5067
"2019-07-10",2179.9701,2405.2895,2702.2665,6697.2198,24297.5328,10867.2728,8780.3374,1988.5647,2962.1352,2643.7542
"2019-07-11",2187.9723,2421.2579,2696.1551,6680.133,24243.3915,10836.6465,8805.9975,1983.6923,2953.3432,2657.1879
"2019-07-12",2191.3106,2424.1593,2720.4209,6709.9762,24444.5409,10887.0144,8909.3935,1992.3056,2958.26,2660.6698
"2019-07-15",2191.2135,2427.7333,2747.3109,6722.822,24462.8107,10925.0934,8924.8139,2033.3085,2968.31,2669.3955
"2019-07-16",2198.2732,2426.3743,2749.0446,6640.6916,24147.4114,10835.9081,8893.9048,2037.5483,2982.2706,2668.4398
"2019-07-17",2198.0612,2426.6281,2758.4255,6613.0196,24108.3419,10844.4141,8877.8845,2055.5235,2972.5397,2657.7252
"2019-07-18",2180.7114,2403.2074,2735.5947,6558.9542,23764.8358,10718.2548,8837.0291,2004.9212,2900.8555,2671.6635
"2019-07-19",2198.1314,2425.8326,2762.3402,6559.052,24026.3062,10708.7922,8992.9216,2016.9776,2902.1292,2700.6026
"2019-07-22",2185.4941,2375.5619,2737.9175,6529.3281,23966.2158,10654.1595,8925.5803,2013.3402,2866.9033,2708.777
"2019-07-23",2183.3405,2383.9164,2758.7673,6582.0988,23781.352,10727.0531,8913.7151,2051.5288,2899.5707,2739.6693
"2019-07-24",2192.762,2408.0364,2783.1142,6642.1523,23728.5483,10811.8806,8990.1404,2082.5101,2991.7037,2738.8481
"2019-07-25",2195.8635,2398.5358,2795.7052,6669.27,23994.7535,10871.5027,9073.3857,2134.2874,3029.516,2745.5878
"2019-07-26",2197.1211,2406.5751,2825.5231,6679.5622,23922.0213,10923.4713,9076.7574,2136.9551,3037.906,2774.6666
"2019-07-29",2193.3181,2410.7511,2813.1384,6679.1173,24247.2327,10844.5764,9020.4977,2144.259,3045.0315,2809.3183
"2019-07-30",2208.5433,2425.3095,2812.6024,6765.645,24213.8524,10906.4198,9084.6689,2131.0623,3043.5588,2804.1395
"2019-07-31",2208.9552,2414.8391,2789.7327,6719.6969,23950.1989,10838.8418,8967.8624,2131.0469,3032.4188,2807.0807
"2019-08-01",2192.7731,2400.9327,2761.7407,6628.5812,23814.4561,10746.1291,8877.7074,2125.8236,3021.9612,2830.6268
"2019-08-02",2151.2384,2383.4763,2719.2576,6541.3612,23707.3213,10648.4389,8723.9307,2070.1788,2942.8494,2822.3746
"2019-08-05",2111.2676,2358.1715,2664.8569,6395.311,23427.121,10413.3582,8547.8113,2018.7174,2905.9318,2765.6874
"2019-08-06",2081.9492,2309.7514,2616.6659,6324.2485,23293.6786,10380.6035,8491.7457,1981.4046,2853.054,2759.5261
"2019-08-07",2087.893,2344.4699,2596.5761,6283.7487,23146.8705,10460.6236,8440.4748,1962.9987,2821.16,2764.146
"2019-08-08",2089.9926,2361.4982,2623.6101,6385.7932,23524.5234,10637.4377,8555.85,1995.4864,2833.1237,2803.3921
"2019-08-09",2079.9853,2336.7661,2595.8758,6330.3313,23099.7113,10632.2635,8506.9878,1959.0203,2725.8863,2781.6859
"2019-08-12",2102.7699,2348.3207,2628.7574,6371.561,23825.4017,10739.917,8658.9064,2043.1444,2827.8463,2785.8034
"2019-08-13",2081.65,2347.3953,2605.0448,6325.7088,23715.5086,10719.453,8542.2059,2015.6861,2818.2125,2791.4475
"2019-08-14",2093.2016,2346.9765,2607.4822,6373.0967,24050.7889,10894.9189,8532.6832,2041.7386,2826.5381,2803.4077
"2019-08-15",2087.684,2348.5376,2607.2324,6372.482,24045.9401,10925.8592,8567.398,2083.0312,2889.5127,2815.3159
